publication_year,topic,publication_count
2015,Adaptive Control of Nonlinear Systems,5
2015,Advanced Bandit Algorithms Research,5
2015,Advanced Malware Detection Techniques,5
2015,Advanced Statistical Modeling Techniques,5
2015,Adversarial Robustness in Machine Learning,5
2015,Aluminum toxicity and tolerance in plants and animals,5
2015,Analytical Chemistry and Chromatography,5
2015,Analytical Chemistry and Sensors,5
2015,Animal and Plant Science Education,5
2015,Antifungal resistance and susceptibility,5
2015,Antimicrobial agents and applications,5
2015,Antiplatelet Therapy and Cardiovascular Diseases,5
2015,Aortic Disease and Treatment Approaches,5
2015,Attention Deficit Hyperactivity Disorder,5
2015,Autoimmune and Inflammatory Disorders Research,5
2015,Bacterial Infections and Vaccines,5
2015,Barrier Structure and Function Studies,5
2015,Bladder and Urothelial Cancer Treatments,5
2015,Brain Metastases and Treatment,5
2015,CCD and CMOS Imaging Sensors,5
2015,Caching and Content Delivery,5
2015,Cancer Research and Treatment,5
2015,Cancer therapeutics and mechanisms,5
2015,"Cancer, Stress, Anesthesia, and Immune Response",5
2015,Cardiovascular Health and Disease Prevention,5
2015,Cardiovascular Health and Risk Factors,5
2015,Cardiovascular and Diving-Related Complications,5
2015,Cerebrospinal fluid and hydrocephalus,5
2015,Chemical and Physical Properties of Materials,5
2015,Chemistry and Chemical Engineering,5
2015,Cholangiocarcinoma and Gallbladder Cancer Studies,5
2015,Cholesterol and Lipid Metabolism,5
2015,"Climate Change, Adaptation, Migration",5
2015,Climate change and permafrost,5
2015,Clinical Reasoning and Diagnostic Skills,5
2015,Consumer Attitudes and Food Labeling,5
2015,Corneal surgery and disorders,5
2015,Coronary Interventions and Diagnostics,5
2015,Cryptography and Data Security,5
2015,Cytomegalovirus and herpesvirus research,5
2015,Data Quality and Management,5
2015,Data Stream Mining Techniques,5
2015,Data Visualization and Analytics,5
2015,Dental Health and Care Utilization,5
2015,Dental materials and restorations,5
2015,Digestive system and related health,5
2015,Digital Communication and Language,5
2015,Distributed and Parallel Computing Systems,5
2015,Economic theories and models,5
2015,Ecosystem dynamics and resilience,5
2015,Employment and Welfare Studies,5
2015,Endometrial and Cervical Cancer Treatments,5
2015,Entrepreneurship Studies and Influences,5
2015,Eosinophilic Esophagitis,5
2015,Estrogen and related hormone effects,5
2015,Evolutionary Psychology and Human Behavior,5
2015,Extraction and Separation Processes,5
2015,Financial Risk and Volatility Modeling,5
2015,Food Allergy and Anaphylaxis Research,5
2015,Forensic and Genetic Research,5
2015,Gamma-ray bursts and supernovae,5
2015,Gastrointestinal disorders and treatments,5
2015,Gender Diversity and Inequality,5
2015,HIV Research and Treatment,5
2015,HVDC Systems and Fault Protection,5
2015,Health and Medical Research Impacts,5
2015,Heme Oxygenase-1 and Carbon Monoxide,5
2015,High-Temperature Coating Behaviors,5
2015,History and advancements in chemistry,5
2015,Human-Automation Interaction and Safety,5
2015,Hydrogen Storage and Materials,5
2015,ICT Impact and Policies,5
2015,Insect Resistance and Genetics,5
2015,"LGBTQ Health, Identity, and Policy",5
2015,Landslides and related hazards,5
2015,Linguistic Variation and Morphology,5
2015,Lipid metabolism and biosynthesis,5
2015,Machine Learning and ELM,5
2015,Magnetic and transport properties of perovskites and related materials,5
2015,Medical Image Segmentation Techniques,5
2015,Medication Adherence and Compliance,5
2015,Medicinal Plants and Neuroprotection,5
2015,Membrane-based Ion Separation Techniques,5
2015,Millimeter-Wave Propagation and Modeling,5
2015,Misinformation and Its Impacts,5
2015,Molecular Communication and Nanonetworks,5
2015,Multiferroics and related materials,5
2015,Municipal Solid Waste Management,5
2015,Natural Antidiabetic Agents Studies,5
2015,Neonatal and Maternal Infections,5
2015,Nerve injury and regeneration,5
2015,Network Security and Intrusion Detection,5
2015,Neural Networks and Reservoir Computing,5
2015,Noise Effects and Management,5
2015,Nosocomial Infections in ICU,5
2015,Online and Blended Learning,5
2015,Opinion Dynamics and Social Influence,5
2015,Ovarian function and disorders,5
2015,Pain Management and Placebo Effect,5
2015,Pancreatitis Pathology and Treatment,5
2015,Participatory Visual Research Methods,5
2015,Pediatric health and respiratory diseases,5
2015,Phosphorus and nutrient management,5
2015,Photochromic and Fluorescence Chemistry,5
2015,Plant Growth Enhancement Techniques,5
2015,Pneumonia and Respiratory Infections,5
2015,Private Equity and Venture Capital,5
2015,Prosthetics and Rehabilitation Robotics,5
2015,Psychotherapy Techniques and Applications,5
2015,Quality and Supply Management,5
2015,Quantum Chromodynamics and Particle Interactions,5
2015,Quantum Mechanics and Applications,5
2015,Quantum Mechanics and Non-Hermitian Physics,5
2015,Quantum optics and atomic interactions,5
2015,Redox biology and oxidative stress,5
2015,Respiratory and Cough-Related Research,5
2015,Second Language Learning and Teaching,5
2015,Sensory Analysis and Statistical Methods,5
2015,Sleep and Work-Related Fatigue,5
2015,Smart Grid Security and Resilience,5
2015,Soil and Land Suitability Analysis,5
2015,Solar and Space Plasma Dynamics,5
2015,Solar-Powered Water Purification Methods,5
2015,Sperm and Testicular Function,5
2015,Statistical Methods and Applications,5
2015,Sustainable Building Design and Assessment,5
2015,Sustainable Development and Environmental Policy,5
2015,Synthesis and Properties of Aromatic Compounds,5
2015,Synthetic Organic Chemistry Methods,5
2015,Thermal Expansion and Ionic Conductivity,5
2015,Thermal properties of materials,5
2015,Total Knee Arthroplasty Outcomes,5
2015,Traumatic Brain Injury Research,5
2015,Tree-ring climate responses,5
2015,Urinary Tract Infections Management,5
2015,Video Analysis and Summarization,5
2015,Viral Infectious Diseases and Gene Expression in Insects,5
2015,Wastewater Treatment and Nitrogen Removal,5
2015,Water Treatment and Disinfection,5
2015,Wind and Air Flow Studies,5
2015,Wireless Body Area Networks,5
2015,vaccines and immunoinformatics approaches,5
2015,3D Modeling in Geospatial Applications,4
2015,Action Observation and Synchronization,4
2015,Advanced Chemical Sensor Technologies,4
2015,Advanced Fiber Laser Technologies,4
2015,Advanced Numerical Methods in Computational Mathematics,4
2015,Advanced Radiotherapy Techniques,4
2015,Advanced X-ray Imaging Techniques,4
2015,Advanced ceramic materials synthesis,4
2015,Advancements in Solid Oxide Fuel Cells,4
2015,Agriculture Sustainability and Environmental Impact,4
2015,Air Quality Monitoring and Forecasting,4
2015,Algal biology and biofuel production,4
2015,Aluminum Alloys Composites Properties,4
2015,Anesthesia and Neurotoxicity Research,4
2015,Angiogenesis and VEGF in Cancer,4
2015,Animal Vocal Communication and Behavior,4
2015,Animal testing and alternatives,4
2015,Antimicrobial Resistance in Staphylococcus,4
2015,Aquatic Ecosystems and Phytoplankton Dynamics,4
2015,Artificial Intelligence in Healthcare and Education,4
2015,Biochemical Analysis and Sensing Techniques,4
2015,Biometric Identification and Security,4
2015,Blind Source Separation Techniques,4
2015,Blood Coagulation and Thrombosis Mechanisms,4
2015,Breastfeeding Practices and Influences,4
2015,CO2 Sequestration and Geologic Interactions,4
2015,COVID-19 and Mental Health,4
2015,Cancer-related cognitive impairment studies,4
2015,Cardiac Ischemia and Reperfusion,4
2015,Cardiac electrophysiology and arrhythmias,4
2015,Cardiomyopathy and Myosin Studies,4
2015,Characterization and Applications of Magnetic Nanoparticles,4
2015,Chronic Myeloid Leukemia Treatments,4
2015,Clinical practice guidelines implementation,4
2015,Coastal and Marine Management,4
2015,Coastal wetland ecosystem dynamics,4
2015,Connective tissue disorders research,4
2015,Consumer Market Behavior and Pricing,4
2015,Cooperative Communication and Network Coding,4
2015,Corneal Surgery and Treatments,4
2015,Corrosion Behavior and Inhibition,4
2015,Critical Realism in Sociology,4
2015,Diabetic Foot Ulcer Assessment and Management,4
2015,Digital Transformation in Industry,4
2015,Drug Transport and Resistance Mechanisms,4
2015,ECG Monitoring and Analysis,4
2015,Economic and Financial Impacts of Cancer,4
2015,Educational Research and Methods,4
2015,Electric Vehicles and Infrastructure,4
2015,Electromagnetic wave absorption materials,4
2015,Electronic Health Records Systems,4
2015,Emergency and Acute Care Studies,4
2015,Escherichia coli research studies,4
2015,Esophageal and GI Pathology,4
2015,Experimental Behavioral Economics Studies,4
2015,Face Recognition and Perception,4
2015,Fault Detection and Control Systems,4
2015,Fibroblast Growth Factor Research,4
2015,"FinTech, Crowdfunding, Digital Finance",4
2015,Firm Innovation and Growth,4
2015,Fiscal Policy and Economic Growth,4
2015,Fluorine in Organic Chemistry,4
2015,Folate and B Vitamins Research,4
2015,Forest Ecology and Biodiversity Studies,4
2015,Forest Insect Ecology and Management,4
2015,Forest Management and Policy,4
2015,Forest ecology and management,4
2015,Frailty in Older Adults,4
2015,Fungal Infections and Studies,4
2015,"Gender, Labor, and Family Dynamics",4
2015,Genetic Syndromes and Imprinting,4
2015,Geological and Geochemical Analysis,4
2015,Geophysics and Gravity Measurements,4
2015,Gestational Diabetes Research and Management,4
2015,Global Health Workforce Issues,4
2015,Green IT and Sustainability,4
2015,Health Sciences Research and Education,4
2015,Histone Deacetylase Inhibitors Research,4
2015,Hormonal Regulation and Hypertension,4
2015,Housing Market and Economics,4
2015,Human-Animal Interaction Studies,4
2015,Hypothalamic control of reproductive hormones,4
2015,Identification and Quantification in Food,4
2015,Impact of Light on Environment and Health,4
2015,"Income, Poverty, and Inequality",4
2015,Indoor and Outdoor Localization Technologies,4
2015,Infant Development and Preterm Care,4
2015,Influenza Virus Research Studies,4
2015,Injury Epidemiology and Prevention,4
2015,Innovations in Medical Education,4
2015,International Business and FDI,4
2015,Interprofessional Education and Collaboration,4
2015,Intraperitoneal and Appendiceal Malignancies,4
2015,Knowledge Management and Sharing,4
2015,Liver Diseases and Immunity,4
2015,Liver physiology and pathology,4
2015,Magnetism in coordination complexes,4
2015,Marine Bivalve and Aquaculture Studies,4
2015,Mast cells and histamine,4
2015,Maternal Mental Health During Pregnancy and Postpartum,4
2015,Maternal and Neonatal Healthcare,4
2015,Maternal and Perinatal Health Interventions,4
2015,Media Influence and Health,4
2015,Medical Imaging Techniques and Applications,4
2015,Mental Health and Psychiatry,4
2015,Mesoporous Materials and Catalysis,4
2015,Microbial Fuel Cells and Bioremediation,4
2015,Microfluidic and Capillary Electrophoresis Applications,4
2015,Mobile Crowdsensing and Crowdsourcing,4
2015,Multilevel Inverters and Converters,4
2015,Multiple Sclerosis Research Studies,4
2015,Mycobacterium research and diagnosis,4
2015,Myeloproliferative Neoplasms: Diagnosis and Treatment,4
2015,Nematode management and characterization studies,4
2015,Neonatal and fetal brain pathology,4
2015,Neurobiology of Language and Bilingualism,4
2015,Neurogenetic and Muscular Disorders Research,4
2015,Neuropeptides and Animal Physiology,4
2015,"Neuroscience, Education and Cognitive Function",4
2015,Nitric Oxide and Endothelin Effects,4
2015,Occupational Health and Safety Research,4
2015,Oceanographic and Atmospheric Processes,4
2015,Ophthalmology and Visual Impairment Studies,4
2015,Optical measurement and interference techniques,4
2015,Optimization and Mathematical Programming,4
2015,Orthopedic Infections and Treatments,4
2015,Parallel Computing and Optimization Techniques,4
2015,Parental Involvement in Education,4
2015,Peatlands and Wetlands Ecology,4
2015,Peptidase Inhibition and Analysis,4
2015,Peripheral Neuropathies and Disorders,4
2015,Pharmacological Effects and Toxicity Studies,4
2015,Pharmacology and Obesity Treatment,4
2015,Phase Change Materials Research,4
2015,Pickering emulsions and particle stabilization,4
2015,Plant Gene Expression Analysis,4
2015,Plant tissue culture and regeneration,4
2015,Polymer Surface Interaction Studies,4
2015,Polysaccharides and Plant Cell Walls,4
2015,Porphyrin and Phthalocyanine Chemistry,4
2015,Pregnancy and preeclampsia studies,4
2015,Prion Diseases and Protein Misfolding,4
2015,"Privacy, Security, and Data Protection",4
2015,Protein Interaction Studies and Fluorescence Analysis,4
2015,Public Policy and Administration Research,4
2015,Pulsars and Gravitational Waves Research,4
2015,Racial and Ethnic Identity Research,4
2015,Radiation Dose and Imaging,4
2015,Remote Sensing and Land Use,4
2015,Renal Diseases and Glomerulopathies,4
2015,Reproductive Biology and Fertility,4
2015,Retinal Development and Disorders,4
2015,Robotic Path Planning Algorithms,4
2015,Sarcoma Diagnosis and Treatment,4
2015,Skin Protection and Aging,4
2015,Smoking Behavior and Cessation,4
2015,Sodium Intake and Health,4
2015,Software-Defined Networks and 5G,4
2015,Space Science and Extraterrestrial Life,4
2015,Sparse and Compressive Sensing Techniques,4
2015,Spatial and Panel Data Analysis,4
2015,Speech and dialogue systems,4
2015,Spine and Intervertebral Disc Pathology,4
2015,Sulfur Compounds in Biology,4
2015,Sulfur-Based Synthesis Techniques,4
2015,Supply Chain and Inventory Management,4
2015,Technology Use by Older Adults,4
2015,Time Series Analysis and Forecasting,4
2015,Traffic Prediction and Management Techniques,4
2015,Traffic and Road Safety,4
2015,Traffic control and management,4
2015,Transportation Planning and Optimization,4
2015,Trauma and Emergency Care Studies,4
2015,Ultrasound Imaging and Elastography,4
2015,Vitamin D Research Studies,4
2015,Wireless Power Transfer Systems,4
2015,AI in cancer detection,3
2015,Academic Publishing and Open Access,3
2015,Academic Writing and Publishing,3
2015,Acoustic Wave Resonator Technologies,3
2015,Adrenal Hormones and Disorders,3
2015,Advanced Biosensing Techniques and Applications,3
2015,Advanced Cellulose Research Studies,3
2015,Advanced DC-DC Converters,3
2015,Advanced NMR Techniques and Applications,3
2015,Advanced Photonic Communication Systems,3
